id	entrezgene	genesymbol	nucleotidegi	ensemblgene	unigene	proteingi	go	BMDM_Trif-null_Unstimulated_0000___Female	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Male	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Female	BMDM_Trif-null_Leishmania-amazonensis_0720___Female	BMDM_Trif-null_Leishmania-amazonensis_0360___Female	BMDM_Trif-null_Leishmania-amazonensis_0060___Female	BMDM_MyD88-Trif-null_salmonella.wt_0720___Female	BMDM_MyD88-Trif-null_salmonella.wt_0480___Female	BMDM_MyD88-Trif-null_salmonella.wt_0240___Female	BMDM_MyD88-Trif-null_____Male	BMDM_MyD88-Trif-null_Poly-IC_1440___Male	BMDM_MyD88-Trif-null_Poly-IC_0720___Male	BMDM_MyD88-Trif-null_Poly-IC_0240___Male	BMDM_MyD88-Trif-null_MCMV_1440___Male	BMDM_MyD88-Trif-null_MCMV_0720___Male	BMDM_MyD88-Trif-null_MCMV_0240___Male	BMDM_IRF3-null_____Female	BMDM_IRF3-null_Poly-IC_0720___Female	BMDM_IRF3-null_PAM3_0720___Female	BMDM_IRF3-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF3-null_LPS_0720___Female	BMDM_IRF1-null_____Male	BMDM_IRF1-null_____Female	BMDM_IRF1-null_Poly-IC_0720___Male	BMDM_IRF1-null_Poly-IC_0720___Female	BMDM_IRF1-null_Poly-IC_0240___Female	BMDM_IRF1-null_PAM3_0720___Male	BMDM_IRF1-null_PAM3_0720___Female	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Male	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF1-null_PAM3_0240___Female	BMDM_IRF1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IRF1-null_MCMV_0720___Male	BMDM_IRF1-null_LPS_0720___Male	BMDM_IRF1-null_LPS_0720___Female	BMDM_IRF1-null_LPS_0240___Female	BMDM_IRF1-null_Ifn-gamma_1020___Female	BMDM_IRF1-null_Ifn-gamma_1020_PAM3_0720_Female	BMDM_IRF1-null_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_IRF1-null_Ifn-gamma_0720___Male	BMDM_IRF1-null_Ifn-gamma_0720___Female	BMDM_IRF1-null_Ifn-gamma_0540_PAM3_0240_Female	BMDM_IRF1-null_Ifn-gamma_0240___Female	BMDM_IFNAR1-null_____Female	BMDM_IFNAR1-null_Poly-IC_0720___Female	BMDM_IFNAR1-null_Poly-IC_0240___Female	BMDM_IFNAR1-null_PAM3_0720___Female	BMDM_IFNAR1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IFNAR1-null_PAM3_0240___Female	BMDM_IFNAR1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IFNAR1-null_LPS_0720___Female	BMDM_IFNAR1-null_LPS_0240___Female	BMDM_Dicer-fl/fl_____Male	BMDM_Dicer-fl/fl_LPS_0360___Male	BMDM_Dicer-fl/fl-LyszCre+/-_____Male	BMDM_Dicer-fl/fl-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/fl-LyszCre+/-_LPS_0360___Male	BMDM_Dicer-fl/+-LyszCre+/-_____Male	BMDM_Dicer-fl/+-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/+-LyszCre+/-_LPS_0360___Male	BMDM_Cebp/d-null_Unstimulated_0000___Female	BMDM_Cebp/d-null_Poly-IC_0720___Female	BMDM_Cebp/d-null_Poly-IC_0240___Female	BMDM_Cebp/d-null_PAM3_0720___Female	BMDM_Cebp/d-null_PAM3_0240___Female	BMDM_Cebp/d-null_PAM3_0060___Female	BMDM_Cebp/d-null_LPS_0720___Female	BMDM_Cebp/d-null_LPS_0240___Female	BMDM_Cebp/d-null_LPS_0060___Female	BMDM_CD200-null_Unstimulated_0000___Female	BMDM_CD200-null_Leishmania-major_0360___Female	BMDM_CD200-null_Leishmania-major_0060___Female	BMDM_CD200-null_Leishmania-amazonensis_0360___Female	BMDM_CD200-null_Leishmania-amazonensis_0060___Female	BMDM_Bl6_salmonella.wt_0720___Female	BMDM_Bl6_salmonella.wt_0480___Female	BMDM_Bl6_salmonella.wt_0240___Female	BMDM_Bl6_____Male	BMDM_Bl6_Unstimulated_0240___Female	BMDM_Bl6_Unstimulated_0000___Male	BMDM_Bl6_Unstimulated_0000___Female	BMDM_Bl6_Poly-IC_1440___Male	BMDM_Bl6_Poly-IC_0720___Male	BMDM_Bl6_Poly-IC_0720___Female	BMDM_Bl6_Poly-IC_0240___Male	BMDM_Bl6_Poly-IC_0240___Female	BMDM_Bl6_PR8-influenza_0720___Female	BMDM_Bl6_PAM3_0720___Female	BMDM_Bl6_PAM3_0720_Poly-IC_0720_Female	BMDM_Bl6_PAM3_0240___Female	BMDM_Bl6_PAM3_0240_Poly-IC_0240_Female	BMDM_Bl6_PAM3_0060___Female	BMDM_Bl6_MCMV_1440___Male	BMDM_Bl6_MCMV_0720___Male	BMDM_Bl6_MCMV_0240___Male	BMDM_Bl6_Listeria_0720___Female	BMDM_Bl6_Listeria_0480___Female	BMDM_Bl6_Listeria_0240___Female	BMDM_Bl6_Leishmania-major_0360___Female	BMDM_Bl6_Leishmania-major_0060___Female	BMDM_Bl6_Leishmania-amazonensis_0720___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Female	BMDM_Bl6_Leishmania-amazonensis_0060___Male	BMDM_Bl6_Leishmania-amazonensis_0060___Female	BMDM_Bl6_LPS_0720___Female	BMDM_Bl6_LPS_0240___Female	BMDM_Bl6_LPS_0180___Female	BMDM_Bl6_LPS_0120___Female	BMDM_Bl6_LPS_0060___Female	BMDM_Bl6_Ifn-gamma_1440___Female	BMDM_Bl6_Ifn-gamma_1440_Estradiol_1440_Female	BMDM_Bl6_Ifn-gamma_1020___Female	BMDM_Bl6_Ifn-gamma_1020_PAM3_0720_Female	BMDM_Bl6_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_Bl6_Ifn-gamma_0720___Male	BMDM_Bl6_Ifn-gamma_0720___Female	BMDM_Bl6_Ifn-gamma_0540_PAM3_0240_Female	BMDM_Bl6_Ifn-gamma_0240___Female	BMDM_Bl6_Ifn-beta_1440___Female	BMDM_Bl6_Harlan-Substance-A_1440___Female	BMDM_Bl6_Harlan-Substance-A_1080___Female	BMDM_Bl6_Harlan-Substance-A_0720___Female	BMDM_Bl6_Harlan-Substance-A_0480___Female	BMDM_Bl6_Harlan-Substance-A_0360___Female	BMDM_Bl6_Harlan-Substance-A_0240___Female	BMDM_Bl6_FliCProfect_0720___Female	BMDM_Bl6_FliCProfect_0240___Female	BMDM_Bl6_FlgEProfect_0720___Female	BMDM_Bl6_FlgEProfect_0240___Female	BMDM_Bl6_EtOH_1440___Female	BMDM_Bl6_Estradiol_1440___Female	BMDM_Bl6_Estradiol_1440_Ifn-gamma_1440_Female
107889_at	107889	Gcm2		ENSMUSG00000021362	Mm.1399	NP_032130	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0006874|GO:0007275|GO:0008270|GO:0030154|GO:0030643|GO:0043066|GO:0043565|GO:0046872|GO:0060017	6.649195	6.538724	6.967153	6.427657	6.628584	6.399623	6.400951	6.226078	6.219532	6.186986	6.198352	6.075715	6.061897	6.236072	6.310203	6.209991	6.404364	6.552008	6.350835	6.451708	6.596011	7.348451	6.260583	7.024254	6.574390	6.327583	6.371111	6.370746	6.836927	6.456945	6.607640	6.276856	6.669021	6.919717	6.535471	6.412536	6.626785	6.414379	7.028749	6.427648	6.444277	6.594035	6.403684	6.515054	6.859190	6.135769	6.540745	6.226154	6.293025	6.391973	6.577483	6.194118	6.534487	6.425644	6.260788	6.098477	6.611816	6.760892	6.194107	6.539763	6.154072	6.176086	6.073901	6.452400	6.360566	6.255207	6.070530	6.242238	6.230178	6.487640	6.792185	6.127691	6.562355	6.093233	6.447889	6.452641	6.364427	6.014705	6.206675	6.652014	6.455349	6.062825	6.391661	6.405094	6.234189	6.010035	6.490847	5.972031	6.401972	6.255356	6.377659	6.207937	6.284871	6.299501	5.997675	6.441252	6.470826	6.380212	6.422371	6.416785	6.686339	6.686399	6.384383	6.460567	6.593257	6.467773	6.343199	6.547397	6.449384	6.230570	6.476284	6.231478	6.280908	6.581250	6.233912	6.813450	6.608473	6.683813	6.299687	6.369667	6.402946	6.442204	6.344637	6.544202	6.361257	6.111897	6.002661	6.425046	6.616962	6.299451	6.447892	6.356068	6.439684
108655_at	108655	Foxp1		ENSMUSG00000030067	Mm.234965|Mm.392313|Mm.461753	NP_444432	GO:0000122|GO:0002053|GO:0002329|GO:0002639|GO:0003677|GO:0003700|GO:0003705|GO:0005515|GO:0005622|GO:0005634|GO:0006350|GO:0006355|GO:0007507|GO:0007519|GO:0008270|GO:0009790|GO:0016481|GO:0016564|GO:0016566|GO:0030324|GO:0033152|GO:0042803|GO:0043565|GO:0046872|GO:0046982|GO:0048745|GO:0050679|GO:0055007	9.663218	10.161553	10.511744	10.032005	10.102721	9.949239	9.496118	9.733759	9.258433	9.978345	9.716833	9.228656	9.519662	9.033914	8.969035	9.905043	10.071853	8.582693	10.174277	10.146618	9.736906	9.302369	10.043986	8.199776	9.523705	9.559568	9.365156	9.916019	9.685824	10.563887	10.438030	10.707773	9.217710	9.554470	9.904831	10.685333	8.646824	10.455325	10.434824	8.185714	8.875603	10.825510	9.600386	9.927567	9.231833	9.268567	10.032783	9.805520	10.696458	10.653126	9.437501	10.698501	9.979114	11.068131	10.036723	9.935604	10.902699	9.835443	10.247596	11.057534	10.241997	10.220775	10.394218	10.537947	11.377578	10.357704	10.162789	11.184432	10.363160	9.533077	10.201752	9.774427	10.715452	9.730563	9.737895	10.374433	10.414185	10.194217	9.967140	9.659052	9.602997	9.406532	8.968463	8.293377	10.056033	9.744573	9.742608	9.666108	10.088468	11.143148	10.701580	10.024503	9.415027	9.640495	9.956229	10.461517	10.416335	9.855560	9.722714	10.151013	10.054948	9.695683	10.821098	9.792627	9.313625	9.914856	10.866205	10.644191	10.210094	10.080868	9.757347	9.567683	9.612828	9.771245	10.115596	9.069208	9.557652	10.815029	9.794796	9.721207	10.073255	10.130912	9.772945	9.832553	9.822657	9.560075	9.879236	10.505109	10.094976	10.045565	9.703025	9.760190	9.752772
108961_at	108961	E2f8		ENSMUSG00000046179	Mm.240566|Mm.395068	NP_001013386	GO:0003677|GO:0003700|GO:0005634|GO:0005667|GO:0006350|GO:0006355|GO:0007049|GO:0008283|GO:0042803	9.124876	7.168395	6.482149	9.649350	8.093477	9.253227	8.660513	8.800543	8.875200	7.488155	6.891488	7.828303	8.047976	6.980792	7.339490	7.378031	8.382712	6.939985	6.662748	6.022673	6.026891	7.910499	8.196460	7.782149	7.872941	7.686745	5.952016	6.371877	6.970971	7.040135	7.276947	7.341022	7.959203	7.560160	7.538599	7.589558	8.086144	7.361102	7.029254	8.288864	8.468105	8.578438	7.679869	8.762117	8.625268	7.911433	5.873128	5.755928	7.119892	7.187924	6.486247	7.204581	9.536128	7.268484	9.294120	8.409662	7.509995	9.099681	8.039755	7.251785	9.396541	8.915531	8.715057	6.516320	7.888614	9.272820	7.058577	7.742739	9.534921	8.619436	6.704529	8.360306	6.954768	8.603042	6.209757	6.137783	6.999609	8.301317	8.512940	8.400695	8.575933	6.958772	7.242127	7.310754	7.329603	7.873807	5.542496	5.835959	6.690744	7.785000	7.642433	9.043630	6.925773	7.804092	7.557659	5.987006	6.892223	8.133044	7.889627	6.596546	8.274965	7.138147	6.515924	8.151957	7.453291	6.765589	7.784497	8.772468	9.253442	8.945201	8.088938	8.901659	8.177734	6.574254	6.406234	7.811235	7.992718	7.037190	7.792730	7.217803	7.859776	8.328038	8.660257	8.849659	9.192084	9.090824	7.176811	7.625089	7.259069	7.195193	7.918941	7.859566	8.012593
109575_at	109575	Tbx10		ENSMUSG00000037477	Mm.246555	NP_001001320|NP_035663	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355	7.059673	7.460075	7.647150	7.070105	7.363955	6.984217	7.152248	6.914357	7.024978	6.611681	6.999377	7.158758	6.991355	7.265536	6.999116	7.234918	7.236990	7.640599	7.039508	7.300391	7.388497	7.882413	6.856145	8.148914	7.531446	7.200703	7.002001	7.373241	7.424237	7.284618	7.657168	7.170593	7.323981	7.573864	7.466655	7.330585	7.528993	7.304454	8.028351	7.214746	7.048165	7.474222	7.305586	7.167186	7.756779	6.840955	7.364501	7.165494	7.131034	7.283394	7.333398	7.010827	7.484805	7.533444	7.208808	7.050134	7.874660	7.386023	7.000873	7.636102	6.901687	6.910561	6.852395	7.105459	7.096302	7.004878	6.938805	7.027877	6.900634	7.586295	7.554660	6.990413	7.456525	7.217911	7.275246	7.314085	7.202806	6.865777	7.007989	7.250935	7.159840	6.944191	7.056278	7.129214	6.995347	6.899084	7.242942	6.894025	7.203714	6.975418	7.157225	6.791558	6.842771	7.067303	6.810029	7.163062	7.347796	7.095154	7.213721	7.431990	7.305682	7.450675	7.192563	7.267294	7.245332	7.070678	7.147875	7.446785	7.135518	6.851982	6.922944	6.875177	7.085270	7.174743	7.190054	7.519470	7.307454	7.526007	7.226942	6.934888	7.088272	7.385176	7.053529	7.409456	7.023207	7.009503	7.322980	7.313300	7.515696	7.141551	7.191933	6.984456	6.831772
109663_at	109663	Hoxc11		ENSMUSG00000001656	Mm.37692	NP_001020013	GO:0001501|GO:0001656|GO:0001759|GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0007275|GO:0009952|GO:0009954|GO:0042733|GO:0043565|GO:0045449	3.995145	4.211397	4.399933	4.061154	3.955563	4.240839	4.049548	3.906843	4.000632	3.663384	3.969943	3.622814	3.763535	3.825689	4.151689	3.776149	4.123868	4.454685	4.002957	4.156672	3.897792	4.682948	3.987833	4.479061	4.176161	4.215803	4.172440	3.805717	3.976361	3.814993	4.316843	4.442275	3.775305	4.540418	4.207736	3.787680	4.213778	3.903709	4.757370	4.356094	3.973147	4.258168	4.255013	3.850003	4.429774	3.830570	4.049018	3.719957	3.960010	3.939880	4.269584	3.966025	4.679010	4.174541	4.270415	3.931039	4.628294	4.261677	4.057067	4.272117	3.743992	3.801807	3.982558	3.856627	3.883750	4.098193	3.880603	3.661847	3.794177	4.340586	3.848679	3.907840	4.286528	3.930503	3.979328	3.800971	4.124371	3.759062	3.769107	3.835533	4.259748	3.648955	3.892212	3.811669	4.051382	3.739536	3.764405	3.643902	4.302333	3.694407	4.079437	3.662658	3.726540	3.870597	3.778739	3.956901	4.043428	4.000330	4.050976	4.295383	3.792455	3.897341	3.731375	4.168854	4.298866	4.056393	4.109102	4.089001	4.132619	3.926631	3.684405	4.090196	3.669841	4.297086	3.553449	3.578063	3.953132	4.330400	4.365087	3.831547	3.698533	4.052758	3.917230	3.832825	3.768239	3.790542	3.886220	3.290771	3.838717	4.073424	4.277746	3.656209	3.861810
110075_at	110075	Bmp3		ENSMUSG00000029335	Mm.209571	NP_775580	GO:0001503|GO:0005125|GO:0005576|GO:0005615|GO:0007275|GO:0008083|GO:0030154|GO:0051216	6.548757	6.866950	7.066963	6.613600	6.510405	6.716339	6.707320	6.560570	6.626274	5.957544	6.539371	6.345142	6.233787	6.652875	6.558412	6.522058	6.865181	6.938445	6.683004	6.909992	6.889015	7.504322	6.472187	7.652722	6.897526	6.851679	6.718913	6.573430	6.929123	6.775609	7.094185	6.692206	6.725041	7.053141	6.939248	6.826063	6.975089	6.828285	7.663756	6.643436	6.751690	7.029421	6.809615	6.783124	7.331183	6.614768	6.824621	6.501585	6.868027	7.004490	6.860225	6.663857	7.041956	7.400167	6.812442	6.592235	7.357887	6.998625	6.486482	7.381515	6.268857	6.234169	6.208357	6.474257	6.554982	6.489000	6.474299	6.254322	6.515509	6.829716	7.167697	6.579197	7.436951	6.664924	6.669352	6.559294	6.659716	6.191567	6.459578	6.710109	6.811127	6.347637	6.579460	6.638019	6.393521	6.466149	6.650935	6.315868	6.816077	6.489596	6.760425	6.224060	6.090779	6.634793	6.169830	6.773422	7.008434	6.712855	6.799088	7.048199	6.489683	6.859536	7.059037	6.900510	7.173734	6.620081	6.568827	6.891142	6.856535	6.536404	6.375128	6.430299	6.328893	6.623118	6.776093	6.947276	6.808418	7.106827	6.885616	6.356976	6.736605	6.719113	6.718728	7.218517	6.585290	6.430048	6.821012	6.505242	6.929074	6.676652	6.572349	6.306374	6.262825
110648_at	110648	Lmx1a		ENSMUSG00000026686	Mm.330081	NP_387501	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0007275|GO:0007411|GO:0007417|GO:0008270|GO:0030182|GO:0043565|GO:0045449|GO:0045665|GO:0046872	6.013741	6.508763	6.490594	6.092921	6.073885	5.916477	6.045599	5.784636	5.943059	5.592005	5.822634	5.680939	5.642619	5.660859	6.012672	5.978428	6.193936	6.522530	5.968370	6.341105	6.267959	6.411203	5.812392	6.998387	6.307362	5.959743	6.041624	6.074063	6.460241	6.156919	6.389983	6.094578	6.110848	5.992053	6.265331	6.248243	6.229678	6.264856	6.754649	5.944177	5.956536	6.433455	6.168907	6.086376	6.827720	5.712050	6.213078	5.898309	5.878641	6.157920	6.294122	6.093800	6.253019	6.509980	5.929848	5.747675	6.430607	6.186124	5.734362	6.477879	5.809972	5.944217	5.743269	6.204431	6.052893	5.774406	5.932111	5.855115	5.919864	6.505715	6.258240	6.067235	6.427253	5.907735	6.187090	6.071775	6.202026	5.473605	5.852930	6.196069	5.826748	5.704756	5.891705	6.202162	5.990287	6.019347	5.841140	5.703984	6.096616	5.913201	6.133496	5.690851	5.806555	5.865975	5.689872	6.181392	6.166859	5.959862	6.133628	6.156493	5.808882	6.311843	5.965824	6.216710	6.251565	5.963385	6.085680	6.315535	6.146848	5.830720	5.856505	5.821139	5.929720	5.901185	5.961887	6.220817	6.161953	6.472438	6.114608	5.885382	5.761275	6.236954	5.891171	6.443369	6.008941	5.727448	6.094516	6.262964	6.418664	5.879352	5.908918	5.935451	5.940774
110784_at	110784	Nr3c2		ENSMUSG00000031618	Mm.324393	NP_001077375	GO:0003677|GO:0003700|GO:0003707|GO:0004872|GO:0005496|GO:0005515|GO:0005634|GO:0005737|GO:0005783|GO:0006350|GO:0006355|GO:0006883|GO:0007588|GO:0008270|GO:0008289|GO:0016020|GO:0043565|GO:0046872	5.489556	5.802213	5.995692	5.449997	5.392151	5.553124	5.386044	5.464701	5.503655	5.498727	5.599563	5.770817	5.728613	5.770699	6.011684	5.857769	5.792806	5.935897	5.589567	5.846336	5.640599	6.139601	5.627207	6.120213	5.955573	5.767710	5.673364	5.580308	6.067468	5.668867	6.078804	5.863367	5.618953	5.798014	5.781500	5.913205	5.734737	5.760473	6.173701	5.540265	5.607445	6.067404	5.778325	5.685581	6.413095	5.510090	5.651126	5.487983	5.403234	5.592647	5.869551	5.417962	5.608912	5.714040	5.578700	5.438844	5.898792	5.728794	5.499730	5.720269	5.428861	5.517388	5.484239	5.591813	5.454131	5.848768	5.457744	5.327721	5.787962	5.765447	5.972577	5.548487	5.880195	5.552698	5.688731	5.534535	5.678351	5.424067	5.537091	5.513009	5.653245	5.612081	5.355818	5.797695	5.603264	5.511726	6.910817	5.300001	5.552313	5.380893	5.704201	5.430100	5.533195	5.824129	5.643511	5.701329	5.804598	5.571236	5.641247	5.813608	5.372863	5.858120	5.957093	5.693099	6.029124	5.615191	5.694925	5.859386	5.580922	5.487397	5.386086	5.449631	5.694740	5.722078	5.423975	5.829060	5.693135	6.055100	5.707502	5.282024	5.626009	5.701177	5.553757	5.812181	5.473452	5.414308	5.703537	5.747821	5.911185	5.697716	5.508062	5.313360	5.212823
110794_at	110794	Cebpe		ENSMUSG00000052435	Mm.236223	NP_997014	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0006909|GO:0030225|GO:0042089|GO:0042742|GO:0043565|GO:0046983	6.806092	7.210264	7.665988	6.631913	7.040528	6.712678	6.882955	6.677483	6.768409	6.949871	7.084684	7.190142	7.210778	7.204775	7.477517	7.542103	6.980099	7.387641	6.970370	7.084734	6.916247	7.443252	6.719969	7.657039	7.275004	7.177864	7.096150	7.036360	7.695567	7.079890	7.315119	7.152976	7.912575	7.201572	7.216727	7.386180	7.418277	7.353893	7.732332	7.680603	7.339495	7.232244	7.077247	6.971012	7.020763	6.750963	6.947451	6.671691	6.871176	6.790301	7.037401	6.930879	7.235849	7.051716	6.723707	6.833465	7.484048	6.746551	6.650644	7.219416	6.461183	6.808826	6.611117	6.894996	6.821111	6.573513	6.810568	6.505463	6.692223	7.104429	6.883761	6.127995	7.098375	6.355233	7.041147	7.053340	7.005088	7.021104	6.876077	6.706022	6.681451	6.942550	7.684905	7.609874	7.455547	7.082857	6.518358	6.704552	7.112664	6.834701	7.071982	7.432167	6.864858	7.473818	7.348276	6.846128	7.189803	6.572109	6.904428	6.806596	6.390362	7.080723	6.999015	6.922229	6.986793	7.577508	6.958748	6.957205	6.824085	7.075499	7.059054	7.061177	7.196248	7.189467	7.276591	7.133085	7.165847	7.505433	7.509698	7.168784	7.484481	6.883628	6.620450	6.639159	6.951754	6.734330	6.992668	6.781083	7.404266	7.429513	6.807270	6.968712	7.243545
110796_at	110796	Tshz1		ENSMUSG00000046982	Mm.102136	NP_001074769	GO:0003674|GO:0003677|GO:0003700|GO:0005575|GO:0005622|GO:0005634|GO:0006350|GO:0006355|GO:0007275|GO:0008270|GO:0009952|GO:0042474|GO:0043565|GO:0046872|GO:0060023	8.331544	8.390216	8.138661	8.432702	9.615218	8.437463	7.992608	8.361305	8.466371	7.872219	7.152494	6.644956	7.607984	6.946732	6.976837	7.562078	8.034474	7.440207	8.674214	8.561198	9.339754	7.858161	8.208483	7.112249	7.287380	8.057731	9.438383	9.534231	8.374778	8.653183	9.488387	8.886716	7.757918	8.220309	8.080008	8.607300	7.871209	9.157351	8.298254	7.577464	8.638287	9.665908	8.773399	8.211596	8.195696	8.824788	8.940359	8.921520	9.976876	10.123359	8.817342	9.878116	7.928943	7.277742	7.850370	7.955881	6.797874	7.963757	8.047638	7.075364	8.275823	8.128851	8.704732	8.748912	9.280505	8.335725	8.042780	8.507588	8.328849	8.082383	9.320559	8.410524	8.872888	8.157517	8.726941	8.912887	9.180065	7.681154	7.883965	8.250169	8.087140	6.680747	6.801066	6.584323	7.119116	7.573524	7.680542	8.925598	8.914761	9.281517	8.361614	8.055225	6.844421	6.842849	7.782655	8.282716	8.113999	8.792780	8.517007	9.537941	8.454352	10.078272	9.164061	8.191469	7.851397	7.697516	8.205619	9.115256	8.833326	8.199405	7.452001	7.594551	7.395211	9.794810	9.929759	7.192120	7.614902	8.648129	8.028555	6.836010	7.902190	7.829530	8.142407	8.214827	8.344369	8.268095	7.017361	8.964702	7.065778	8.688436	7.659895	7.822175	7.443301
110805_at	110805	Foxe1		ENSMUSG00000070990	Mm.354634	NP_899121	GO:0000122|GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0006590|GO:0016477|GO:0016564|GO:0030878|GO:0031069|GO:0043565|GO:0048562	8.025269	8.314679	8.411664	8.159782	8.214690	8.113346	8.163069	8.094900	8.074932	7.149732	7.595374	7.575830	7.402152	7.950672	7.916032	7.934420	8.062425	8.473763	8.064868	8.414304	8.268530	8.935802	7.770255	8.893287	8.260070	8.106320	8.354613	8.042029	8.273795	8.003620	8.639110	8.315867	8.330609	8.636983	8.140813	8.392049	8.308478	8.238848	8.728956	8.132294	8.183598	8.504492	8.014997	8.104754	8.728129	7.919295	8.249049	7.857586	8.088035	8.242229	8.184478	8.125087	8.763799	8.857401	8.186001	8.144152	8.775087	8.405863	7.922023	8.664552	7.543263	7.826584	7.749026	8.087195	8.019574	8.067458	7.857059	7.772506	8.194233	8.126969	8.441751	7.914875	8.586483	8.291540	8.304767	8.229020	8.036064	7.309820	7.630414	8.005695	8.250586	7.851833	7.688518	7.906798	7.874326	7.822606	7.115075	7.627746	8.235976	7.912473	8.288716	7.455404	7.400036	7.838076	7.468392	8.059783	8.293161	7.859636	8.146001	8.638533	8.088929	8.283238	8.287330	8.431347	8.506332	7.925414	7.985596	8.160053	8.107594	7.666681	7.775895	7.843965	7.927196	8.261188	7.864451	8.188261	8.086344	8.631553	8.461206	7.754197	8.019182	8.119857	8.237869	8.410782	7.970327	7.763767	8.274071	8.072545	8.510290	8.021462	8.005991	7.932469	7.737559
114142_at	114142	Foxp2		ENSMUSG00000029563	Mm.332919	NP_444472|NP_997600	GO:0000122|GO:0002053|GO:0003677|GO:0003700|GO:0005515|GO:0005575|GO:0005622|GO:0005634|GO:0006350|GO:0006355|GO:0007519|GO:0008270|GO:0009790|GO:0009791|GO:0016481|GO:0016564|GO:0016566|GO:0021549|GO:0030324|GO:0040007|GO:0042297|GO:0042803|GO:0043010|GO:0043565|GO:0046872|GO:0046982|GO:0048286|GO:0048745|GO:0050679|GO:0060013	5.435388	5.554532	5.678987	5.410059	5.531576	5.395769	5.440949	5.283971	5.403220	5.005297	5.227327	5.406271	5.247748	5.330643	5.422038	5.366367	5.521216	5.839432	5.411354	5.718836	5.593669	6.078637	5.317494	5.950875	5.646851	5.527325	5.563849	5.491020	5.822408	5.427609	5.798109	5.554301	5.499737	5.771311	5.642063	5.525023	5.660190	5.609208	6.072483	5.441426	5.534256	5.757629	5.502667	5.435586	6.198097	5.301250	5.698898	5.555466	5.386794	5.514202	5.644373	5.396652	5.645866	5.751335	5.453002	5.346711	6.016837	5.711923	5.331807	5.704013	5.344238	5.509361	5.154566	5.441746	5.419390	5.290224	5.262312	5.368078	5.275243	5.741618	5.697614	5.322141	5.608005	5.540130	5.569749	5.551613	5.464631	5.179471	5.322506	5.492230	5.523314	5.314044	5.330811	5.447968	5.418151	5.301446	6.526451	5.380349	5.471605	5.414841	5.519881	5.202961	5.232323	5.417276	5.333759	5.698206	5.585734	5.455308	5.564763	5.714190	5.408919	5.886900	5.466456	5.493869	5.786007	5.530763	5.448260	5.627469	5.440719	5.283218	5.406514	5.371567	5.429791	5.619005	5.346626	5.684769	5.492002	5.649804	5.505659	5.373652	5.394660	5.566425	5.450365	5.821025	5.302644	5.325370	5.527601	5.616698	5.775243	5.468759	5.460919	5.418913	5.310911
